title,genre,gross,release_year
Trust the Man,Comedy,1530535,1972
Where the Truth Lies,Drama,872142,1923
Tarzan,Adventure,171091819,1943
The Secret in Their Eyes,Drama,6374789,1976
Tsotsi,Drama,2912606,1937
Teacher's Pet: The Movie,Comedy,6491969,1939
The Time Traveler's Wife,Drama,63414846,1912
Tuck Everlasting,Drama,19161999,1910
Thumbsucker,Comedy,1328679,1930
Turbulence,Thriller/Suspense,11532774,1977
Turistas,Thriller/Suspense,7027762,1912
The Wash,Comedy,10097096,1950
Two Girls and a Guy,Drama,2057193,1943
The Wild,Adventure,37384046,1940
Twilight,Drama,15055091,1936
Twisted,Thriller/Suspense,25195050,1919
The Twilight Saga: New Moon,Drama,296623634,1960
The Twilight Saga: Eclipse,Drama,300155447,1936
Twilight,Drama,192769854,1915
Town & Country,Romantic Comedy,6712451,1969
200 Cigarettes,Romantic Comedy,6852450,1940
The Texas Chainsaw Massacre: The Beginning,Horror,39517763,1987
The Texas Chainsaw Massacre,Horror,80571655,1989
Texas Rangers,Western,623374,1920
Tom yum goong,Action,12044087,1922
Thank You For Smoking,Black Comedy,24793509,1991
U2 3D,Concert/Performance,10363341,1947
U-571,Action,77086030,1945
Undercover Brother,Comedy,38230435,1947
Underclassman,Thriller/Suspense,5654777,1941
Dodgeball: A True Underdog Story,Comedy,114326736,1974
The Ugly Truth,Romantic Comedy,88915214,1988
Ultraviolet,Action,18522064,1963
Unaccompanied Minors,Comedy,16655224,1928
Unbreakable,Thriller/Suspense,94999143,1940
The Unborn,Horror,42670410,1968
Undead,Horror,41196,1992
Underworld,Action,51970690,1921
Undiscovered,Romantic Comedy,1069318,1915
Undisputed,Drama,12398628,1930
Underworld: Evolution,Action,62318875,1938
An Unfinished Life,Drama,8535575,1948
Unfaithful,Drama,52752475,1932
Universal Soldier II: The Return,Action,10447421,1995
"",Thriller/Suspense,26403,1924
Danny the Dog,Action,24537621,1980
Untraceable,Thriller/Suspense,28687835,1970
Up,Adventure,293004164,1930
Up in the Air,Drama,83823381,1933
The Upside of Anger,Drama,18761993,1913
Urban Legend,Horror,38116707,1925
Urban Legends: Final Cut,Horror,21468807,1970
Urbania,Drama,1032075,1920
Valkyrie,Thriller/Suspense,83077470,1982
Valiant,Adventure,19478106,1914
Valentine,Horror,20384136,1956
Cirque du Freak: The Vampire's Assistant,Action,14046595,1990
The Legend of Bagger Vance,Drama,30695227,1943
Raising Victor Vargas,Drama,2073984,1986
In the Valley of Elah,Drama,6777741,1985
Venom,Horror,881745,1953
Venus,Drama,3347411,1935
Vanity Fair,Drama,16123851,1970
V for Vendetta,Action,70511035,1940
Van Helsing,Action,120150546,1964
The Village,Thriller/Suspense,114197520,1938
The Virgin Suicides,Black Comedy,4859475,1988
Virus,Action,14010690,1900
The Visitor,Comedy,9427026,1967
A Very Long Engagement,Drama,6167817,1918
Vertical Limit,Action,68473360,1936
Vampires,Horror,20268825,1939
Vanilla Sky,Thriller/Suspense,100614858,1923
Volcano,Action,47546796,1967
Volver,Comedy,12899867,1960
Kurtlar vadisi - Irak,Action,0,1998
The Flintstones in Viva Rock Vegas,Comedy,35231365,1996
Varsity Blues,Drama,52894169,1997
Valentine's Day,Romantic Comedy,110485654,1954
National Lampoon's Van Wilder,Comedy,21005329,1994
The Wackness,Comedy,2077046,1993
Wag the Dog,Drama,43057470,1959
Waiting...,Comedy,16124543,1952
Waking Ned Devine,Comedy,24793251,1921
WALL-E,Comedy,223808164,1944
War,Action,22466994,1953
"War, Inc.",Black Comedy,580862,1916
Red Cliff,Action,627047,1955
The War of the Worlds,Action,234280354,1990
Watchmen,Action,107509799,1952
Water,Drama,5529144,1969
Waitress,Romantic Comedy,19097550,1996
The Wendell Baker Story,Comedy,127188,1917
Winter's Bone,Drama,5951693,1959
Wonder Boys,Comedy,19389454,1990
Waltz with Bashir,Documentary,2283849,1973
White Chicks,Comedy,69148997,1937
Wolf Creek,Horror,16186348,1931
The Wedding Planner,Romantic Comedy,60400856,1933
Wonderland,Drama,1060512,1920
Taking Woodstock,Drama,7460204,1975
The Widow of St. Pierre,Drama,3058380,1959
The Wedding Crashers,Comedy,209218368,1992
The Wedding Date,Romantic Comedy,31726995,1939
Tumbleweeds,Drama,1350248,1960
We Own the Night,Drama,28563179,1939
We Were Soldiers,Drama,78120196,1973
The World's Fastest Indian,Drama,5128124,1956
Les herbes folles,Thriller/Suspense,377556,1981
What a Girl Wants,Comedy,35990505,1922
Whale Rider,Drama,20779666,1920
Walk Hard: The Dewey Cox Story,Comedy,18317151,1947
Where the Heart Is,Drama,33771174,1900
Whipped,Comedy,4142507,1958
Whip It,Comedy,13043363,1940
Welcome Home Roscoe Jenkins,Comedy,42436517,1921
When a Stranger Calls,Horror,47860214,1987
What Dreams May Come,Drama,55485043,1976
The White Countess,Drama,1669971,1969
Wicker Park,Thriller/Suspense,12831121,1992
Where the Wild Things Are,Adventure,77233467,1938
Wild Things,Thriller/Suspense,29795299,1930
Wimbledon,Romantic Comedy,16862585,1919
Windtalkers,Action,40914068,1916
Because of Winn-Dixie,Comedy,32647042,1930
Wing Commander,Action,11578022,1940
Without Limits,Drama,780326,1950
What Just Happened,Comedy,1090947,1951
What Lies Beneath,Thriller/Suspense,155464351,1920
Walk the Line,Drama,119519402,1924
A Walk to Remember,Drama,41227069,1910
Willard,Horror,6882696,1992
Wild Wild West,Adventure,113805681,1923
White Noise 2: The Light,Horror,0,1968
White Noise,Drama,56094360,1930
Wanted,Action,134508551,1986
Woman on Top,Romantic Comedy,5018450,1988
The Wolf Man,Horror,61979680,1967
X-Men Origins: Wolverine,Action,179883157,1989
The Women,Comedy,26902075,1922
Woo,Romantic Comedy,8064972,1950
The Wood,Comedy,25059640,1958
Without a Paddle,Comedy,58156435,1921
What's the Worst That Could Happen?,Comedy,32267774,1949
Winter Passing,Drama,107492,1964
What Planet Are You From?,Comedy,6291602,1984
Wordplay,Documentary,3121270,1980
The Wrestler,Drama,26236603,1920
Walking Tall,Action,46213824,1940
World Trade Center,Drama,70278893,1923
The Watcher,Thriller/Suspense,28946615,1954
The Weather Man,Drama,12482775,1966
Sky Captain and the World of Tomorrow,Adventure,37760080,1917
Whiteout,Thriller/Suspense,10275638,1930
The Waterboy,Comedy,161491646,1946
Wrong Turn,Horror,15417771,1976
What Women Want,Romantic Comedy,182805123,1984
The Way of the Gun,Action,6047856,1933
The X-Files: I Want to Believe,Action,20982478,1980
The X Files: Fight the Future,Action,83898313,1928
Extraordinary Measures,Drama,12482741,1925
X-Men,Action,157299717,1923
X2,Action,214949694,1990
X-Men: The Last Stand,Action,234362462,1973
The Expendables,Action,101384023,1970
XXX: State of the Union,Action,26873932,1953
The Yards,Drama,882710,1939
The Divine Secrets of the Ya-Ya Sisterhood,Comedy,69586544,1934
You Can Count on Me,Drama,9180275,1939
Year One,Comedy,43337279,1986
Yes,Drama,396035,1937
Yes Man,Comedy,97690976,1959
You Kill Me,Black Comedy,2426851,1913
"Yours, Mine and Ours",Comedy,53359917,1951
You've Got Mail,Drama,115821495,1948
Youth in Revolt,Comedy,15285588,1945
Y Tu Mama Tambien (And Your Mother Too),Drama,13649881,1953
Yu-Gi-Oh,Adventure,19762690,1950
The Young Victoria,Drama,11001272,1985
Zathura,Adventure,28045540,1950
Zero Effect,Comedy,2080693,1915
Zoolander,Comedy,45172250,1943
Zombieland,Comedy,75590286,1934
Zack and Miri Make a Porno,Comedy,31452765,1917
Zodiac,Thriller/Suspense,33080084,1961
Zoom,Adventure,11989328,1955
The Legend of Zorro,Adventure,45575336,1927
The Mask of Zorro,Adventure,93828745,1982
